Source	Target	Weight	Date	Class
cagubnyinyir2	naysyanie2	1	2019-01-27	True News
cagubnyinyir2	leowijaya8	1	2019-01-27	True News
cagubnyinyir2	doakan_1	1	2019-01-27	True News
cagubnyinyir2	jokosetiatno	1	2019-01-27	True News
cagubnyinyir2	dahnilanzar	6	2019-03-13	True News
cagubnyinyir2	priakolorijo	1	2019-03-13	True News
cagubnyinyir2	fadlizon	3	2019-03-13	True News
cagubnyinyir2	yaspayelunggam1	2	2019-03-13	True News
cagubnyinyir2	bangjar14680450	1	2019-03-13	True News
cagubnyinyir2	yoyoksubandriy3	3	2019-03-13	True News
cagubnyinyir2	salambudi1	1	2019-03-13	True News
cagubnyinyir2	odie88rdz	2	2019-03-13	True News
cagubnyinyir2	hamaro_id	1	2019-03-13	True News
cagubnyinyir2	udienpakisputih	1	2019-05-08	Other 1
cagubnyinyir2	jsdeyz	1	2019-05-08	Other 1
cagubnyinyir2	ichigotalks	1	2019-05-08	Other 1
cagubnyinyir2	3hamdih	1	2019-05-08	Other 1
cagubnyinyir2	inong911	1	2019-05-08	Other 1
cagubnyinyir2	jonahmunda	1	2019-05-08	Other 1
cagubnyinyir2	boeharim	1	2019-05-08	Other 1
cagubnyinyir2	aadec	1	2019-05-08	Other 1
cagubnyinyir2	ze_sukma	1	2019-05-08	Other 1
cagubnyinyir2	hasnul_heru	2	2019-04-07	True News
cagubnyinyir2	haloe_kampoeng	1	2019-04-07	True News
cagubnyinyir2	iwan_kapuk	3	2019-04-07	True News
cagubnyinyir2	bramgmailcom6	1	2019-04-07	True News
cagubnyinyir2	radenbaguselang	1	2019-04-07	True News
cagubnyinyir2	raden_atmadja	1	2019-04-07	True News
cagubnyinyir2	soffiagus	1	2019-04-07	True News
cagubnyinyir2	rachman19661	1	2019-04-07	True News
cagubnyinyir2	firman16021974	1	2019-01-10	False News
cagubnyinyir2	stovingred	1	2019-01-10	False News
cagubnyinyir2	adiy68705964	1	2019-01-10	False News
cagubnyinyir2	cuma_rofiq	1	2019-01-10	False News
cagubnyinyir2	ngobush3	1	2019-01-10	False News
cagubnyinyir2	ngobush3	2	2019-03-06	True News
cagubnyinyir2	hermawansudiby1	2	2019-03-06	True News
cagubnyinyir2	cocogio2	1	2019-03-06	True News
cagubnyinyir2	danoe_01	1	2019-03-06	True News
cagubnyinyir2	yustusharefa	1	2019-03-06	True News
cagubnyinyir2	ramadhan1996s	1	2019-03-06	True News
cagubnyinyir2	lukman_anshory	1	2019-03-06	True News
cagubnyinyir2	elfathir_	1	2019-03-06	True News
cagubnyinyir2	winardhi__	1	2019-03-06	True News
cagubnyinyir2	semiaji_w	2	2019-03-06	True News
cagubnyinyir2	gusajadiaji	1	2019-03-06	True News
cagubnyinyir2	m_yanto_baemo	1	2019-03-06	True News
cagubnyinyir2	widyast43944336	1	2019-03-06	True News
cagubnyinyir2	meow_leader	1	2019-03-06	True News
cagubnyinyir2	ingga271078	1	2019-03-13	True News
cagubnyinyir2	singkir_geni	1	2019-03-13	True News
cagubnyinyir2	dewi_amik1987	1	2019-03-13	True News
cagubnyinyir2	ernadjedil	1	2019-03-13	True News
cagubnyinyir2	roni60651598	1	2019-03-13	True News
cagubnyinyir2	fx_leoneuler	1	2019-03-13	True News
cagubnyinyir2	bang_l	1	2019-03-13	True News
cagubnyinyir2	alisuwarto	1	2019-03-13	True News
cagubnyinyir2	genesis7173	1	2019-03-13	True News
cagubnyinyir2	valencia_amara	1	2019-03-13	True News
cagubnyinyir2	sirajapadoha	1	2019-03-13	True News
cagubnyinyir2	ronindrawan	1	2019-03-13	True News
cagubnyinyir2	effendy_seven	1	2019-03-13	Misleading News
cagubnyinyir2	el_francs	1	2019-03-13	Misleading News
cagubnyinyir2	bambang29981440	1	2019-03-13	Misleading News
cagubnyinyir2	fajaralam9	1	2019-03-13	Misleading News
cagubnyinyir2	jemuneg	1	2019-03-13	Misleading News
cagubnyinyir2	dwytono	1	2019-03-13	Misleading News
cagubnyinyir2	hamkadir	1	2019-03-13	True News
cagubnyinyir2	purwo82092883	1	2019-03-13	True News
cagubnyinyir2	rusdi_yasin	1	2019-03-13	True News
cagubnyinyir2	erickstak	1	2019-03-13	True News
cagubnyinyir2	aldipu	1	2019-03-13	True News
cagubnyinyir2	arif_aldista	1	2019-03-13	True News
cagubnyinyir2	jeonum1203	2	2019-04-07	True News
cagubnyinyir2	tandanvradio	2	2019-04-07	True News
cagubnyinyir2	je_lata	2	2019-04-07	True News
cagubnyinyir2	alwike1	1	2019-04-07	True News
cagubnyinyir2	alwik	1	2019-04-07	True News
auliasoebardi	lukmansaifuddin	1	2018-11-18	False News
hafidrughi	kompastv	1	2019-02-17	False News
hafidrughi	jokowi	1	2019-02-17	False News
hafidrughi	kompasdata	1	2019-02-17	False News
jawapos	jokowi	2	2019-02-17	False News
idtodayco	dahnilanzar	1	2019-02-17	True News
idtodayco	prabowo	2	2019-02-17	True News
idtodayco	prabowo	1	2019-04-02	Other 2
idtodayco	sandiuno	2	2019-02-17	True News
idtodayco	idtodaydotco	1	2019-05-13	Misleading News
idtodayco	idtodaydotco	1	2019-04-23	True News
idtodayco	newsbangsa	1	2019-04-02	Other 2
arifinpribadi	kpu_id	2	2019-04-15	Misleading News
arifinpribadi	bawaslu_ri	1	2019-04-15	Misleading News
arifinpribadi	kemendagri_ri	1	2019-04-15	Misleading News
arifinpribadi	jokowi	1	2019-04-10	Misleading News
iwantwr	kpu_id	1	2019-04-15	Misleading News
b_hendratmo1	jokowi	1	2019-04-15	Misleading News
b_hendratmo1	setkabgoid	1	2019-04-15	Misleading News
b_hendratmo1	generalmoeldoko	1	2019-04-15	Misleading News
b_hendratmo1	wiranto1947	1	2019-04-15	Misleading News
b_hendratmo1	kemlu_ri	1	2019-04-15	Misleading News
b_hendratmo1	bawaslu_ri	1	2019-04-15	Misleading News
b_hendratmo1	kpu_id	1	2019-04-15	Misleading News
b_hendratmo1	kpu_ri	1	2019-04-15	Misleading News
b_hendratmo1	permadiaktivis	1	2019-04-15	Misleading News
b_hendratmo1	profylh	1	2019-04-15	Misleading News
b_hendratmo1	liriksoe	1	2019-04-15	Misleading News
b_hendratmo1	murtadhaone	1	2019-04-15	Misleading News
b_hendratmo1	mohmahfudmd	1	2019-04-15	Misleading News
b_hendratmo1	budimandjatmiko	1	2019-04-15	Misleading News
b_hendratmo1	pdi_perjuangan	1	2019-04-15	Misleading News
b_hendratmo1	psi_id	1	2019-04-15	Misleading News
tolakpartaisara	jokowi	1	2019-04-14	Misleading News
tolakpartaisara	menlu_ri	1	2019-04-14	Misleading News
tolakpartaisara	bareskrimpolri	1	2019-04-14	Misleading News
tolakpartaisara	divhumas_polri	1	2019-04-14	Misleading News
tolakpartaisara	ccicpolri	1	2019-04-14	Misleading News
tolakpartaisara	kpu_id	1	2019-04-14	Misleading News
tolakpartaisara	bawaslu_ri	1	2019-04-14	Misleading News
tolakpartaisara	dkpp_ri	1	2019-04-14	Misleading News
ldfatho	kpu_id	1	2019-04-18	Other 1
eddianto1	kpu_id	1	2019-04-15	Misleading News
eddianto1	bawaslu_ri	1	2019-04-15	Misleading News
aripurwanto02	prabowo	1	2019-04-15	True News
aripurwanto02	ramlirizal	1	2019-04-15	True News
aripurwanto02	kwikkiangie_	1	2019-04-15	True News
aripurwanto02	sandiuno	1	2019-04-15	True News
aripurwanto02	gedesandra	1	2019-04-15	True News
aripurwanto02	sahabat_bangsa	1	2019-04-15	True News
aripurwanto02	bima_____	1	2019-04-15	True News
aripurwanto02	gerak_langkah	1	2019-04-15	True News
aripurwanto02	media_pengamat	1	2019-04-15	True News
aripurwanto02	zamanmeleset_	1	2019-04-15	True News
aripurwanto02	adhiemassardi	1	2019-04-15	True News
media_pengamat	jayasupranashow	1	2018-09-25	True News
media_pengamat	perumbulog	1	2018-09-25	True News
media_pengamat	kementan	1	2018-09-25	True News
media_pengamat	kemendag	1	2018-09-25	True News
media_pengamat	jokowi	1	2018-09-25	True News
media_pengamat	enggarmendag	1	2018-09-25	True News
media_pengamat	ramlirizal	1	2018-09-25	True News
media_pengamat	sahabat_bangsa	1	2018-09-25	True News
media_pengamat	teguhtimur	1	2018-09-25	True News
media_pengamat	bima_____	1	2018-09-25	True News
media_pengamat	dianyounee	1	2018-09-25	True News
media_pengamat	ronnie_rusli	1	2018-09-25	True News
media_pengamat	tetappatriot	1	2018-09-25	True News
media_pengamat	adhiemassardi	1	2018-09-25	True News
777_stealth	lukmansaifuddin	1	2019-05-07	Other 2
777_stealth	kemenag_ri	1	2019-05-07	Other 2
777_stealth	humas_bpkh	1	2019-05-07	Other 2
777_stealth	jokowi	1	2019-05-07	Other 2
tan2id	kemenag_ri	1	2019-05-07	False News
javras1	zarazettirazr	1	2019-04-18	False News
javras1	w_runturambi	1	2019-04-18	False News
javras1	micheladamnew	1	2019-04-18	False News
javras1	ardi_riau	1	2019-04-18	False News
javras1	putraerlangga__	1	2019-04-18	False News
javras1	liem_id	1	2019-04-18	False News
javras1	tehtjemplung	1	2019-04-18	False News
javras1	helmifelis	1	2019-04-18	False News
javras1	ferdinandhutah2	1	2019-04-18	False News
javras1	kpu_id	1	2019-04-18	False News
liem_id	kpi_pusat	1	2019-04-03	True News
thenbagoess	aniesbaswedan	1	2019-01-08	Other 2
thenbagoess	ev220622	1	2018-12-06	Misleading News
thenbagoess	kumparannews	1	2018-12-04	Other 2
thenbagoess	intlcrimcourt	1	2019-05-18	Misleading News
thenbagoess	ihumanrightsc	1	2019-05-18	Misleading News
thenbagoess	cij_icj	1	2019-05-18	Misleading News
ronald192708	divhumas_polri	1	2019-03-09	True News
ronald192708	puspen_tni	1	2019-04-10	Misleading News
ronald192708	_tnial_	1	2019-04-10	Misleading News
ronald192708	jokowi	1	2019-04-10	Misleading News
ronald192708	susipudjiastuti	1	2019-04-10	Misleading News
bukpang	jokowi	1	2019-04-11	False News
bukpang	ulinyusron	1	2019-04-11	False News
bukpang	brampangaribua1	1	2019-04-11	False News
deri_hermawan89	prabowo	1	2019-04-01	True News
oloansiahaan74	prabowo	1	2019-03-30	True News
cepjohan	kpu_id	1	2019-04-20	True News
cepjohan	divhumas_polri	1	2019-04-20	True News
dheamerlinda	gerindra	1	2018-11-27	True News
bella_simang	dahnilanzar	1	2018-11-26	Other 2
promaks11	prabowo	1	2018-11-27	Other 1
promaks11	sandiuno	1	2018-11-27	Other 1
promaks11	prosandiaga	1	2018-11-27	Other 1
promaks11	wahyudisudiyono	1	2018-11-27	Other 1
imanfs165	jokowi	1	2018-11-28	Other 1
imanfs165	prabowo	1	2018-11-28	Other 1
imanfs165	pdi_perjuangan	1	2018-11-28	Other 1
imanfs165	gerindra	1	2018-11-28	Other 1
imanfs165	pksejahtera	1	2018-11-28	Other 1
imanfs165	nasdem	1	2018-11-28	Other 1
imanfs165	dpp_pkb	1	2018-11-28	Other 1
imanfs165	jokowi_amin	1	2018-11-28	Other 1
imanfs165	sandiuno	1	2018-11-28	Other 1
imanfs165	divhumas_polri	1	2018-11-28	Other 1
affan_zainal	dahnilanzar	1	2018-11-27	True News
affan_zainal	sandiuno	1	2018-11-27	True News
affan_zainal	mardanialisera	1	2018-11-27	True News
affan_zainal	prabowo	1	2018-11-27	True News
bungretweet	prabowo	1	2018-09-25	False News
pasti2019	prabowo	1	2018-09-24	False News
mr_cosanostra	mediaoposisi	1	2018-10-18	Misleading News
kimochiii_	divhumas_polri	1	2018-10-19	Other 1
___ghostababil_	mohmahfudmd	1	2018-11-15	Misleading News
___ghostababil_	kpu_id	1	2019-04-22	False News
rizqi_property	komnasham	1	2019-05-24	False News
rizqi_property	haris_azhar	1	2019-05-24	False News
rie_bundaazka	restcayah	1	2019-05-24	True News
kopitoba	zarazettirazr	1	2019-05-24	True News
kopitoba	hanumrais	1	2019-05-24	True News
kopitoba	restcayah	1	2019-05-24	True News
arimanik	rianantony4	1	2019-05-24	True News
arimanik	eropajokowi	1	2019-05-24	True News
arimanik	l0v3d0lph1n	1	2019-05-24	True News
arimanik	lisayusuf	1	2019-05-24	True News
arimanik	kalengridwan	1	2019-05-24	True News
ndankletterman	prabowo	1	2018-12-09	Misleading News
rioangg70091918	fadlizon	1	2019-04-18	Misleading News
rioangg70091918	prabowo	1	2019-04-18	Misleading News
je_ly	prabowo	1	2019-04-01	True News
tony89bler89	jokowi	3	2019-01-17	Other 1
tony89bler89	prabowo	2	2019-01-17	Other 1
herditiya1	rudiantara_id	1	2019-02-01	Misleading News
mulyadi1733	kpu_id	1	2019-04-20	Other 1
mulyadi1733	prabowo	1	2019-04-20	Other 1
mulyadi1733	jokowi	1	2019-04-20	Other 1
mulyadi1733	dahnilanzar	1	2019-04-20	Other 1
mulyadi1733	fadlizon	1	2019-04-20	Other 1
mulyadi1733	bawaslu_ri	1	2019-04-20	Other 1
mulyadi1733	rockygerung	1	2019-04-20	Other 1
mulyadi1733	detikinet	1	2019-04-20	Other 1
mulyadi1733	metro_tv	1	2019-04-20	Other 1
mulyadi1733	tvonenews	1	2019-04-20	Other 1
popoypopoy2	prabowo	1	2019-04-17	Misleading News
tribunmedan	tribunmedan	3	2019-03-22	True News
tribunmedan	tribunmedan	1	2018-11-19	Other 1
tribunmedan	tribunmedan	1	2019-01-11	False News
tribunmedan	youtube	1	2019-01-27	True News
sammisoh	prabowo	1	2019-03-13	Misleading News
yoyokzz	samsatcianjur1	1	2019-03-13	Other 1
yoyokzz	samsatjakarta	1	2019-03-13	Other 1
mochamadarip	teddygusnaidi	1	2019-03-13	True News
hamaro_id	bawaslu_ri	1	2019-04-15	Misleading News
hamaro_id	perludem	1	2019-04-15	Misleading News
hamaro_id	kpu_ri	1	2019-04-15	Misleading News
hamaro_id	dkpp_ri	1	2019-04-15	Misleading News
hamaro_id	pdi_perjuangan	1	2019-04-15	Misleading News
hamaro_id	nasdem	1	2019-04-15	Misleading News
hamaro_id	psi_id	2	2019-04-15	Misleading News
hamaro_id	dpp_ppp	1	2019-04-15	Misleading News
hamaro_id	dpp_pkb	1	2019-04-15	Misleading News
hamaro_id	hanura_official	1	2019-04-15	Misleading News
hamaro_id	partaiperindo	2	2019-04-15	Misleading News
hamaro_id	66hasto	1	2019-04-15	Misleading News
hamaro_id	budimandjatmiko	1	2019-04-15	Misleading News
hamaro_id	ruhutsitompul	1	2019-04-15	Misleading News
liononthetable	jokowi	1	2019-03-13	Misleading News
sophianerissa	dakwah_mui	1	2019-01-01	False News
sophianerissa	ustadtengkuzul	1	2019-01-01	False News
irwank2k2	profamienrais	1	2018-12-18	False News
irwank2k2	sahabat_munir	1	2018-12-18	False News
irwank2k2	official_pan	1	2018-12-18	False News
irwank2k2	hanafirais	1	2018-12-18	False News
irwank2k2	prabowo	1	2018-12-18	False News
irwank2k2	prabowo	1	2018-12-05	Misleading News
irwank2k2	sandiuno	1	2018-12-05	Misleading News
irwank2k2	dahnilanzar	1	2018-12-05	Misleading News
irwank2k2	faldomaldini	1	2018-12-05	Misleading News
irwank2k2	kospirasiglobal	1	2018-11-09	True News
irwank2k2	yusuf_mansur	1	2018-12-08	False News
rafiqi_28	yennywahid	1	2018-09-29	Other 2
najwa_alsaggaf	prabowo	2	2018-09-27	Other 1
kingjava12	gunung_gugur	1	2018-12-01	False News
s0n_2000	metro_tv	1	2019-04-02	True News
s0n_2000	kpi_pusat	1	2019-04-02	True News
s0n_2000	dewanpers	1	2019-04-02	True News
joemarbun	ottohsb	1	2019-05-24	Misleading News
joemarbun	konstitusi_ri	1	2019-05-24	Misleading News
joemarbun	prabowo	1	2019-05-24	Misleading News
joemarbun	sandiuno	1	2019-05-24	Misleading News
fatihsnemo	mas_piyu	1	2018-12-02	False News
meong699	bawaslu_ri	1	2018-12-26	False News
meong699	kpu_id	1	2018-12-26	False News
meong699	marierteman	1	2018-12-26	False News
meong699	rockygerung	1	2018-12-26	False News
meong699	mbahuyok	1	2018-12-26	False News
meong699	restycayah	1	2018-12-26	False News
meong699	ronavioleta	1	2018-12-26	False News
syarman59	divhumas_polri	1	2019-03-22	True News
syarman59	poldasumsel	1	2019-03-22	True News
syarman59	bawaslu_ri	1	2019-03-22	True News
amrudinnejad_	os_alshuibi	1	2018-12-04	True News
amrudinnejad_	menlu_ri	1	2018-12-04	True News
amrudinnejad_	noeruzzaman	1	2018-12-04	True News
amrudinnejad_	ahlulqohwah	1	2018-12-04	True News
agenrhs	os_alshuibi	1	2018-12-04	Other 2
agenrhs	takviri	1	2018-12-04	Other 2
agenrhs	permadiaktivis	1	2018-12-04	Other 2
agenrhs	divhumas_polri	1	2019-01-24	True News
agenrhs	ccicpolri	1	2019-01-24	True News
agenrhs	nucybertroop	1	2019-01-24	True News
agenrhs	ansorcyberguard	1	2019-01-24	True News
masbun12	polisi_ku	1	2019-01-04	True News
masbun12	polisi_kita	1	2019-01-04	True News
masbun12	polisii_indones	1	2019-01-04	True News
poldajogja	divhumas_polri	1	2019-01-05	True News
poldajogja	puspen_tni	1	2019-01-05	True News
polres_paser	poldakaltim	1	2019-01-04	True News
polres_paser	polisi_ku	1	2019-01-04	True News
polres_paser	polisi_kita	1	2019-01-04	True News
polres_paser	polisii	1	2019-01-04	True News
cnniddaily	jokowi	1	2019-01-17	Other 2
cnniddaily	khmarufamin_	1	2019-01-17	Other 2
metrotvnewsroom	metro_tv	1	2019-01-17	True News
metrotvnewsroom	metro_tv	1	2019-01-17	Other 2
malikhamid__	mahesatiwi	1	2019-01-17	False News
malikhamid__	p3nj3l4j4h	1	2019-01-17	False News
malikhamid__	fagtng	1	2019-01-17	False News
imbangimedia	yunartowijaya	1	2019-04-02	Other 1
imbangimedia	chartapolitika	1	2019-04-02	Other 1
imbangimedia	dennyja_world	1	2019-04-02	Other 1
imbangimedia	lsi_lembaga	1	2019-04-02	Other 1
imbangimedia	saifulmujani	1	2019-04-02	Other 1
campusteast	mas_abudiman	1	2019-04-23	Other 2
campusteast	kpu_id	1	2019-04-23	Other 2
campusteast	bawaslu_ri	1	2019-04-23	Other 2
itemkaos	rajapurwa	2	2019-03-20	False News
itemkaos	heraloebs	2	2019-03-20	False News
itemkaos	garuda501	2	2019-03-20	False News
luckysubiakto	sandiuno	1	2019-03-17	True News
narasitv	sandiuno	1	2019-03-17	True News
narasitv	khmarufamin_	1	2019-03-17	True News
dbrahmantyo	bps_statistics	1	2019-03-17	True News
dbrahmantyo	jokowi	1	2019-03-17	Other 1
dbrahmantyo	pak_jk	1	2019-03-17	Other 1
woelannnn	khmarufamin_	1	2019-03-17	True News
woelannnn	jokowi	1	2019-03-17	True News
aewin86	saididu	1	2019-03-17	True News
conversationidn	sonnymumbunan	1	2019-02-17	Other 1
jatamnas	jokowi	1	2019-02-18	True News
msapunya	prabowo	1	2019-04-04	False News
msapunya	prabowo	1	2019-02-27	Other 2
msapunya	prabowo	1	2019-05-21	True News
nena_ma_	hallomaman	1	2019-04-04	Misleading News
nena_ma_	katerinakwari	1	2019-04-04	Misleading News
nena_ma_	aza_satria	1	2019-04-04	Misleading News
nena_ma_	jokowi	1	2019-02-19	True News
nena_ma_	totosudarmongi	1	2019-02-19	True News
nena_ma_	jokowi_amin	1	2019-02-19	True News
nena_ma_	yovita_gurning	1	2019-02-19	True News
didienazhar	priyobudis	1	2019-04-04	False News
kopipahitgitulo	_tniau	1	2019-04-03	False News
kopipahitgitulo	buwas	1	2018-09-25	True News
iwankecil	beritasatu	1	2019-04-04	Other 1
ecnugroho	jokoedy6	1	2018-10-01	False News
laskarcikeas	fahrihamzah	1	2019-05-10	Misleading News
laskarcikeas	habibthink	1	2019-05-10	Misleading News
sfatoni1	kpu_id	1	2019-05-08	False News
doelkemplang	tondimuh9	1	2019-05-10	False News
mpok_ame	prabowo	1	2018-11-28	Other 2
totopendi123	jokowi	1	2019-03-22	Misleading News
totopendi123	sandiuno	1	2019-03-22	Misleading News
totopendi123	prabowo	1	2019-03-22	Misleading News
acehselatansatu	prabowo	1	2019-04-14	Other 1
acehselatansatu	sandiuno	1	2019-04-14	Other 1
bokulos_	saididu	1	2019-04-14	False News
bokulos_	akuntofa	1	2019-04-14	False News
arsul_sani	prabowo	2	2019-01-17	Other 2
rubym4rch	prabowo	1	2019-05-26	Other 1
rubym4rch	sandiuno	1	2019-05-26	Other 1
adilmakmur02	prabowo	1	2019-02-27	Other 1
hanmas19	prabowo	1	2019-05-08	False News
bintangku206	prabowo	1	2019-05-04	False News
bintangku206	kpu_id	1	2019-05-04	False News
mardi_eff	kpu_id	1	2019-05-06	Other 1
mardi_eff	fadlizon	1	2019-05-06	Other 1
mardi_eff	prabowo	1	2019-05-06	Other 1
mardi_eff	sandiuno	1	2019-05-06	Other 1
mardi_eff	jokowi	1	2019-05-06	Other 1
aadec	pdipsergai	1	2019-03-27	True News
aadec	pdipsumut	1	2019-03-27	True News
aadec	pdi_perjuangan	1	2019-03-27	True News
lubismadina2	prabowo	1	2019-05-05	Misleading News
lubismadina2	kpu	1	2019-05-05	Misleading News
lubismadina2	jokowi	1	2019-05-05	Misleading News
diditzaitunsh	powerofreceh	1	2019-05-03	False News
masdar_	prabowo	1	2019-05-05	False News
masdar_	sandiuno	1	2019-05-05	False News
masdar_	lustrilanang	1	2019-05-05	False News
masdar_	anggraini_4yu	1	2019-05-05	False News
masdar_	roemahsandi	1	2019-05-05	False News
masdar_	masdarchairumam	1	2019-05-05	False News
masdar_	kpu_id	1	2019-05-05	False News
john_nelwan	prabowo	2	2018-09-23	Other 1
bang_rayhan049	haikal_hassan	1	2019-03-24	False News
bang_rayhan049	prabowo	1	2019-03-24	False News
bang_rayhan049	profylh	1	2019-04-14	False News
doddi_f	kangdede78	1	2018-10-03	Misleading News
doddi_f	dennysiregar7	1	2018-10-03	Misleading News
doddi_f	dr_tompi	1	2018-10-03	Misleading News
doddi_f	fsetu	1	2018-10-03	Misleading News
216yussuf	thearieair	1	2019-01-19	False News
masmunae	prabowo	1	2019-01-20	False News
sheknowshoney	psi_id	1	2019-01-30	Other 2
gmuhuhammad	puan	1	2018-12-13	False News
gmuhuhammad	stevanihuangg	1	2018-12-13	False News
elhakimy21	p3nj3l4j4h	1	2019-01-24	True News
elhakimy21	amrudinnejad_	1	2019-01-24	True News
elhakimy21	dogvalhalla	1	2019-01-24	True News
elhakimy21	rizamsyafiq	1	2019-01-24	True News
kaukusmudappp	nu_jatimonline	1	2019-01-25	Other 1
alimasrur5758	abidumarfaruq	1	2019-01-23	True News
alimasrur5758	mna_______	1	2019-01-23	True News
alimasrur5758	ansor_jatim	1	2019-01-23	True News
alimasrur5758	nujatim_online	1	2019-01-23	True News
alimasrur5758	generasi_mudanu	1	2019-01-23	True News
agusfathorrosi	nujatim_online	1	2019-01-24	True News
agusfathorrosi	official_ansor	1	2019-01-24	True News
agusfathorrosi	gpansor_satu	1	2019-01-24	True News
agusfathorrosi	adung65a	1	2019-01-24	True News
agusfathorrosi	noeruzzaman	1	2019-01-24	True News
agusfathorrosi	ansor_jatim	1	2019-01-24	True News
agusfathorrosi	abidumarfaruq	1	2019-01-24	True News
sudirmansaid	prabowo	1	2019-04-01	Other 1
sudirmansaid	prabowo	1	2019-04-01	True News
sudirmansaid	sandiuno	1	2019-04-01	Other 1
sudirmansaid	sandiuno	1	2019-04-01	True News
sudirmansaid	tegal	1	2019-04-01	True News
sudirmansaid	brebesku	1	2019-04-01	True News
coffee_k83	prabowo	1	2019-04-01	True News
coffee_k83	sandiuno	1	2019-04-01	True News
putraerlangga_	prabowo	1	2019-04-01	True News
putraerlangga_	sandiuno	1	2019-04-01	True News
hdouboegiez	prabowo	1	2019-04-01	True News
hdouboegiez	sandiuno	1	2019-04-01	True News
abujafar302umar	pkstegal	1	2019-04-01	True News
abujafar302umar	fikrifaqih	1	2019-04-01	True News
abujafar302umar	prabowo	1	2019-04-01	True News
abujafar302umar	sandiuno	1	2019-04-01	True News
dedebaharudin	abdul_waringin	1	2018-11-20	Other 2
dedebaharudin	gunromli	1	2018-11-20	Other 2
novidcy	saididu	1	2019-04-14	False News
fik_1976	saididu	1	2019-04-14	Other 2
fik_1976	prabowo	1	2019-04-14	Other 2
cahndessoo	saididu	1	2019-04-14	False News
gsofiani	turahnyinyir	1	2019-04-16	False News
mudasirromini	prabowo	1	2019-04-14	False News
refiyulianto1	ronnie_rusli	1	2019-05-11	False News
gunturmataram	bawaslu_ri	1	2019-05-11	Other 1
santri_yatim	prabowo	1	2019-05-04	Other 2
santri_yatim	sandiuno	1	2019-05-04	Other 2
santri_yatim	asan_almadury	1	2019-05-04	Other 2
faizerdogan99	sandiuno	1	2019-05-04	False News
sabdapanditai	prabowo	1	2019-05-03	False News
sabdapanditai	sandiuno	1	2019-05-03	False News
sabdapanditai	fahrihamzah	1	2019-05-03	False News
sabdapanditai	fadlizon	1	2019-05-03	False News
sabdapanditai	bertemanm	1	2019-05-03	False News
rayceria	prabowo	1	2019-05-02	Other 2
rayceria	sandiuno	1	2019-05-02	Other 2
rayceria	akuntofa	1	2019-05-02	Other 2
rayceria	cumarachel	1	2019-05-02	Other 2
rayceria	opposite6890	1	2019-05-02	Other 2
darmaningtyas	jokowi	1	2019-01-22	Other 1
hudattamini	ekowboy	2	2019-04-04	True News
hudattamini	divhumas_polri	2	2019-04-04	True News
hudattamini	andiarief__	1	2019-01-02	True News
hudattamini	sbyudhoyono	1	2019-01-02	True News
aryacintasejati	burhanmuhtadi	1	2019-04-04	False News
tempocekfakta	kpu_id	1	2019-04-04	True News
justalex1902	prabowo	1	2019-01-26	Other 1
justalex1902	sandiuno	1	2019-01-26	Other 1
ariandiputra30	jokowi	1	2019-01-25	Other 1
ariandiputra30	prabowo	1	2019-01-25	Other 1
nprazalcantara	retweet_gan	1	2019-01-25	False News
nprazalcantara	kangdede78	1	2019-01-25	False News
nprazalcantara	caknur14	1	2019-01-25	False News
kicausunyi	andesh_	1	2019-04-05	Other 1
kicausunyi	farouk321	1	2019-04-05	Other 1
kicausunyi	bebaspikir	1	2019-04-05	Other 1
kicausunyi	hendibram	1	2019-04-05	Other 1
kicausunyi	freestonereborn	1	2019-04-05	Other 1
kicausunyi	jonathan_erwan	1	2019-04-05	Other 1
kicausunyi	joejoe_tango	1	2019-04-05	Other 1
kicausunyi	munafikunn	1	2019-04-05	Other 1
kicausunyi	sp3ktor_	1	2019-04-05	Other 1
donokip	prabowo	1	2019-04-01	Other 2
donokip	prabowo	1	2019-01-25	False News
donokip	fadlizon	1	2019-04-01	Other 2
trans7	prabowo	1	2019-05-21	Other 2
wdtu	saididu	1	2019-01-09	Other 1
billykhaerudin	hariankompas	1	2019-01-02	Other 1
cinggaro	divhumas_polri	1	2019-01-02	Other 2
cinggaro	ccicpolri	1	2019-01-02	Other 2
gun4w4nahokers	kpu_id	1	2019-04-02	True News
gun4w4nahokers	kpu_ri	1	2019-04-02	True News
muniwatonnyata	kpu_id	1	2019-01-09	Other 1
mad_pecci	kpu_id	1	2019-04-17	True News
mad_pecci	bawaslu_ri	1	2019-04-17	True News
mad_pecci	divhumas_polri	1	2019-04-17	True News
verosian_art	msapunya	1	2019-04-17	True News
wasitmedsos4677	kpu_id	1	2019-04-17	True News
ipunglombok	gerindra	1	2019-04-10	Other 2
heine_nababan	prabowo	1	2019-04-20	False News
heine_nababan	sandiuno	1	2019-04-20	False News
dodol2019	jokowi	1	2019-04-20	False News
dodol2019	wiranto1947	1	2019-04-20	False News
rositfpi	netizenfpi	1	2018-09-30	False News
rositfpi	intel_fpi	1	2018-09-30	False News
rositfpi	informasi_fpi	1	2018-09-30	False News
rositfpi	lembagaf	1	2018-09-30	False News
prabow0fans	rizieqsyihabfpi	1	2018-09-30	Other 2
prabow0fans	informasi_fpi	1	2018-09-30	Other 2
prabow0fans	kings4fir	1	2018-09-30	Other 2
amkudus	mabes	1	2018-10-01	Other 2
